text,label
"Tried this on in store with red ag ankle jeans and the only thing i could do was chuckle. it looked like a sleeveless lab coat or butchers coat. take your pick this styling was not for me. the fabric is nice not flimsy. you can see whatever pants your wearing underneath but i guess that's a moot point since it does have a substantial side slit. it does run tts. i'm 5'3ish, 118# and the size 2 fit ok. probably would have sized up to the 4 because a slight pull at the chest (34d-dd). in the end i",negative
"Wore this to work and nearly everyone complimented me on it. very comfortable. lots of detailing. perfect for fall. pockets! i'm usually somewhere between a s and m but this piece was generously cut and a s was perfect. i debated ordering the petite, but actually the regular cut was the perfect length even though i'm only 5'4"".",positive
"Love this shirt, very flattering fit on my pear shape. also accommodates my larger 32dd bust without straining on the buttons. ever so slightly sheer fabric, but no cami needed if wearing a nude bra.",positive
"I wore this blazer for one day, didn't do anything strenuous, and the fabric started to disintegrate along the back, next to the center seam. it's completely unfixable, since it's not the seam that split but the fabric itself. what a waste of money.

as to the fit, it is a boxy cut through the waist. it looks better unbuttoned than buttoned. the jacket also shows a lot of the shirt you have under it, so it's good over something cute.

or, it would be, if it didn't fall apart.",negative
"Love these jeans. fit great. i've had other colored denim from ag that stretched out too much, were too thin, but these are a nice thicker fabric. i ordered the red and the moss, and the red fit a little better than the moss in the same size. not sure if the dye process affects the fabric but the red pair seemed a bit more substantial. the moss is great too though, so i may keep both.",positive
"I'd been eyeing this skirt on the website, and was pleasantly surprised to find one hanging on the sale rack in a local store. i couldn't leave it behind. the silver embroidery and the lovely, flowinng weight of the tulle layers make this a beautiful skirt. i'm just over 5"" 4"" and it skims the floor on me with a 2"" heel. can't wait to wear it!",positive
"I loved these pants.they are so comfortable. however, after just wearing them twice, the threads of the leaves are fraying, and leaving lint on whatever i sit on. the leaves at the seat of the pants are now slowly disappearing. this after wearing twice to work! i imagine after a few more wears that the leaves at the seat of the pants will be close to gone, or at least much less ""white"" with threads then the rest of the places. this is super unfortunate and will be returning. too bad, they were l",negative
This is cute with the shoulder detail. i ordered a medium- will be returning for a small. i'm kind of in between small & medium.,positive
"This top is exactly what i was looking for. rich olive color and very versatile. great as a lightweight jacket, casual or dressed up button up. i purchased a medium and it fits great. 5'7"", broad shoulders, narrow waist, and full hips.",positive
"This blouse is gorgeous. first of all, it's cotton! so, it is extremely comfortable. it isn't tighter in some areas more than others, but fits evenly throughout, which although a rarity, is wonderful. finally, a blouse that fits perfectly! i am 5'3"" and 108 pounds. i ordered the regular xs and it hits right at my hips. i have a longer torso, however, so although i am not tall, the petite would have been too short for me. it is beautifully made and the red is a beautiful crimson on white. grab th",positive
"I'm glad that i went with the other reviewers and sized down on this one. i bought this in a medium (usually wear a 10/12) and it fit perfectly. the colors and pattern are beautiful and will definitely look great with dark jeans/pants/shorts. the lace detail is just gorgeous! the bottom flows more loosely, but just enough to cover any midsection flaws and pairs nicely with dark skinny jeans.",positive
"I almost never buy anything full price here and usually wait patiently for a sale + promotion :) however, this really struck me and i decided to buy it, telling myself it's an investment piece for years to come. it's just so unique and beautiful -- the things that makes retailer unique that aren't as common anymore.

____________
pros:
- very comfortable. i was skeptical because it's all polyester, but it's light and thin and breathable. it feels wonderful on the skin. the lining inside is ver",positive
A great everyday tee!! dress it up a bit with a great gold necklace!! looks nice with jeans and brown boots!!,positive
"I really loved how this top looked and was really excited it to get it on sale. i was worried that it might be too small/tight (i ordered a m and would consider myself a m) but was relieved to find it fit just fine. i was extremely disappointed to find that it was too sheer to wear by itself and still showed my bra with a layering tank on underneath. it was also more like a crop top for length, which does not work with my mama belly.",negative
Bought the blue/gray - love the color. just the right amount of cling. adorable alone or under cardigan. super deal on sale.,positive
"This top is very comfortable and really cute on. the material is super soft. i bought the white and am very happy with it, but it is a little sheer so i have to wear a cami with it. i would definitely recommend!",positive
"Woke up this morning to an email from retailer showcasing this gorgeous jacket. i knew i had to have it. trying it on in the store, it did not disappoint! hei hei is a really wonderful brand, and me being a more plus sized gal, their sizing is always wonderful. i normally do an xl in most retailer jackets and tops,..but i was able to do a l well. the arms have plenty of room and the body of the jacket has a room as well (like your typical bomber would). the fabric is soft and the blush color",positive
"I was so excited to get this! the fabric is beautiful - comfy soft and a great wash/print of blue. it reminded me of the ocean. however, the fit was off. the waist was too high, the length too short, and the straps to long. i was very disappointed. i considered taking it to the tailor before returning. ultimately, i decided to return.",negative
"This tank is perfect for summer since it pairs so nicely with shorts! jeans work well, too, and during cooler seasons, i can wear a cardigan over it to stay warm.

the fit of this top is not true to size, for it runs large, but is flattering on the body nonetheless. the stripes and miniature circular openings, i noticed, add beautiful detail for formal or informal events.

as a whole, this shirt is perfect! the one aspect of this top that may need to be carefully attended to is the material",positive
When i saw this i had to have it! i was pleasantly surprised that i was actually able to go down a size (normally a l for the bust) but was able to get into the medium with some room across the chest. it drapes nicely and the inner liner is not tight but flows along with the dress. so many compliments each time i wear it!,positive
"As other reviewers have pointed out, this jacket is way prettier in person than it is in the photos. i can wear it with just about anything. the fabric is soft and lightweight, and drapes really nicely. my only complaint is the photos make the taupe jacket look like it has just a hint of peach/mauve, but in person it's a pretty standard beige. i would have liked that hint of color.",positive
"I love charlie pants. i've bought a few in the past, and i've never been disappointed with quality, style, or fit. i love the side zip on these and the nice flat front as a result. i wish more pants were side zip- so much more flattering. i got these in a 4, my usual size, and the fit is perfect. i also got these in the regular, rather than petite, but the length works just fine for my height. i bought these in the grey stripe, but like them so much i think i'll order another pair in the orange.",positive
"This dress is stunning in person, though the pictures do it no justice. it was overall a very clingy fit. i'm 5'3 with long legs and it was too short for me so i did not purchase, but would recommend it for those with short legs.",positive
"This dress is indeed so lovely in person. i am so glad i ordered 2 sizes (0p and 2p) based on the straighter-looking cut. i am 115 lbs, 5'1.5"", adn 30dd bra size. verdict, the 2p fit better. why, the cehst area is a little snug and hte buttons kept trying to open (and did# i would have ahd to leave it pen and wear a tank under this dress... not an option with such a unique piece.

other things: color: wow, very nice in person, i was afraid that the colr would wash me out, but no, i have very p",positive
"I bought the grey and white plaid shirt in a large. i'm 165, 36d and the top closes without gaping - even when i push my shoulders back. it's kind of sheer, so will wear a cami underneath. the waist nips in right where it should - giving a trim silhouette. adorable and fun top, without being cutesy. love tylho tops!",positive
"When i walked into my local retailer, two of the saleswomen were wearing this stunning top in totally different ways, and i knew it would be the perfect gift for my mom. unfortunately the small was sold out, but they were able to order it online and have it sent. gorgeous medium-to-lightweight fabric that looks great out or tucked in.",positive
"I ordered this in both an extra small and a small... i found that there was a very big difference in the two sizes- the extra small was true to size and had a great width, but was shorter in length than i would've liked (if it shrunk at all, it would've been unwearable). the small was quite a jump in size and was a little wider than i liked, but i decided to keep that one. 

the top was very cute and comfortable when i wore it, however i just washed it once on delicate in cold water and when i",negative
"The skirt is comfortable and as pictured. it also ran tts. i'm 5'5"" tall and weigh 140 lbs. i had the medium and didn't need to size up to a large. when you put the skirt on a normal body, it looks like you are wearing an easter egg... and not in a good way.",negative
"I usually wear a size xs or s in retailer tops, ordered this top in an s and it was so wide on the sides and huge it fit like a tent.  not even remotely flattering.  i thought about ordering it in an xs, however, i could tell the xs was still going to have way too much fabric.  back it goes.",negative
"What the picture doesn't show, is that there are pockets on the side seams that do add a bit to the hip area. also, the dress runs very large, in my opinion. i ordered a medium (my usual size) and everything was loose. i am going to exchange it for a small and hope the proportions stay the same because it's very pretty.

it is very boxy, and kind of nightgown looking when it's big, so if you wouldn't want it to cling a bit this might not be a good dress. the fabric is gorgeous and soft, but be a",positive
I've gotten many compliments with this delightful dress. colors ar light and just right for a summer day. so comfortable and has a nice inner lining. very light and comfortable.,positive
I am pleased with this skirt. the jean material is of good quality and it hangs right on my waist and hips. i ordered a 2 which left a little room in the waist to tuck in a blouse. i am 5/5 and 119. it works well for work and leisure.,positive
"I am normally a small or xs with retailer clothing. i saw the previous review that this dress runs small, but the medium was sold out. i am heartbroken i have to return and can't get my size since they are all gone! was aiming to wear this to a high school reunion.",positive
"This is such a beautiful top, so flattering, soft and comfortable.  it is great as a layering piece.  the colors are vibrant.  the blue is a gorgeous blue, a deep cobalt blue.  i got one in every color.",positive
"I vacillate betwixt saying this shirt runs large and small. i usually wear a small in retailer items, but the xs was all that was left in the charming bee print. the fit is flattering even though it's smaller than my usual size. conclusion: runs large. however, when i went to put my head through the top of the shirt, it was like being birthed. conclusion: runs small. bottom line: i'm in love with this shirt and so i'll just have to get used to the faux birthing feeling every time i put it o",positive
The idea of this shirt is awesome! it just needs to be made longer and not so boxy. the ruffle is darling! i would be so happy if the the designer made some modifications. i think a lot of people would buy it then.,negative
"I love love this top. it is a very pretty casual top. it looks very nice on and is more like a tunic. perfect with jeans, very casual but the embroidery, ruffle sleeves, and buttons at the top add a nice touch. i have the red, i am considering buying this in blue as well, i have so many newly purchased blue tops!",positive
"Perfect! very pretty and flattering without being too fussy. helps to hide my tummy and very well made. that said i have fairly wide shoulders and a larger ribcage so i had to size up considerably. usually a 4 or a 6 and i needed a 10 to be comfortable. the 8 went on but the fabric has no give so i sized up. i am never a 10 but that's what worked in this blouse. surprisingly it still looked nice and tailored. definately runs on the smaller side.

lovely. worth the full price in my opinion.",positive
"I like the casual look of this top.
like previous review - it doesn't have buttons or zipper, so a little difficult to fit into - pullover your head.",positive
Very cute but a little short. currently pregnant so i'm hoping it will hang better in a few months,positive
"I&#39;ve been looking for comfortable pants that i could wear to work and at home.  these fit the bill.  i bought these in the holly color for the fall and winter.  they are super soft and very comfortable.  i was worried that they would like dumpy, especially around the seat area, but they fit fine.",positive
I absolutely love these shorts and have them in 3 colors. they are a great price point and comfortable fit. be careful with washing as the darker colors seem to bleed.,positive
"I usually wear a size 28 & the fit was perfect. highly recommend, many compliments.",positive
I was excited about this - - such a lovely look online. but on me...it was just meh. i'm a little heavy right now so that could be playing into it...but i will say i loved the top part of the dress. very flattering and subtly sexy. but the bottom..it just hangs like a rag. it needs either more material for a swishier effect...or it needs to be a different material. or maybe knit just doesn't work on me in the form of a dress! the knit is nice but i kind of also feel like it is chintzy...i can't,negative
